Order Number,Line Number,Order Date,Delivery Date,Customer Name,Customer Gender,Customer Country,Customer Age,Store Name,Product Name,Color,Brand,Category,Subcategory,Quantity,Unit Price,Net Price,Unit Cost,Currency Code,Exchange Rate
319602,0,2018-10-01,2018-10-06,Dorothy Lancaster,Female,United States,23,Online store,Contoso Touch Screen Phones SAW/On-wall M806 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",4,293.00,293.00,134.74,USD,1
289500,2,2017-12-04,2017-12-04,Signe Paulsen,Female,United States,39,Contoso Store Kansas,Contoso Touch Screen Phones SAW/On-wall M806 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,410.20,410.20,188.636,USD,1
350201,0,2019-08-03,2019-08-08,Linda Dowling,Female,United States,74,Online store,Contoso Touch Screen Phones SAW/On-wall M806 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",7,293.00,293.00,134.74,USD,1
273900,3,2017-07-01,2017-07-01,David Boyce,Male,United States,52,Contoso Store Wyoming,Contoso Touch Screen Phones SAW/On-wall M806 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,410.20,352.772,188.636,USD,1
324005,0,2018-11-14,2018-11-21,Darrin Jones,Male,United States,76,Online store,Contoso Touch Screen Phones SAW/On-wall M806 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,293.00,293.00,134.74,USD,1
331200,5,2019-01-25,2019-01-28,Kenneth Wilson,Male,United States,47,Online store,Contoso Touch Screen Phones SAW/On-wall M806 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,293.00,257.84,134.74,USD,1
319202,2,2018-09-27,2018-10-03,Robin Hoover,Female,Canada,21,Online store,Contoso Touch Screen Phones SAW/On-wall M806 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,293.00,275.42,134.74,CAD,1.307
345801,2,2019-06-20,2019-06-22,Martin Clark,Male,Canada,69,Online store,Contoso Touch Screen Phones SAW/On-wall M806 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,293.00,254.91,134.74,CAD,1.3165
310008,1,2018-06-27,2018-06-28,Elijah Goldman,Male,Australia,50,Online store,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,258.00,245.10,118.65,AUD,1.3537
297907,0,2018-02-26,2018-02-28,Alexandra Dugan,Female,Australia,76,Online store,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,361.20,361.20,166.11,AUD,1.2752
329704,1,2019-01-10,2019-01-10,Hugo Charlesworth,Male,Australia,38,Contoso Store Australian Capital Territory,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,258.00,232.20,118.65,AUD,1.3898
315909,4,2018-08-25,2018-08-26,Taj Buckland,Male,Australia,70,Online store,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,258.00,239.94,118.65,AUD,1.3693
305703,0,2018-05-15,2018-05-15,Céline Lebel,Female,France,68,Contoso Store La Réunion,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",4,258.00,245.10,118.65,EUR,0.8415
364702,1,2019-12-26,2019-12-26,Eustache Saindon,Male,France,77,Contoso Store Mayotte,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,258.00,258.00,118.65,EUR,0.9025
370205,3,2020-02-19,2020-02-21,Bruna Sal,Female,Italy,57,Online store,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,258.00,250.26,118.65,EUR,0.9259
299111,0,2018-03-10,2018-03-10,Kyle Gothard,Male,United States,24,Contoso Store Kansas,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,361.20,361.20,166.11,USD,1
305805,2,2018-05-16,2018-05-16,Joseph Peters,Male,United States,42,Contoso Store Rhode Island,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,258.00,258.00,118.65,USD,1
322000,3,2018-10-25,2018-10-28,John Cunha,Male,United States,68,Online store,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",4,258.00,227.04,118.65,USD,1
311504,1,2018-07-12,2018-07-12,Donald Hull,Male,United States,67,Contoso Store Utah,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,258.00,258.00,118.65,USD,1
350705,0,2019-08-08,2019-08-10,Jules de Chateaub,Male,United States,29,Online store,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,258.00,247.68,118.65,USD,1
323302,1,2018-11-07,2018-11-12,Katherine Torres,Female,United States,72,Online store,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,258.00,258.00,118.65,USD,1
349101,0,2019-07-23,2019-07-26,Edna Hodges,Female,United States,78,Online store,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",7,258.00,258.00,118.65,USD,1
309600,0,2018-06-23,2018-06-23,Marie Patenaude,Female,United States,58,Contoso Store Alaska,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",5,258.00,224.46,118.65,USD,1
328807,3,2019-01-01,2019-01-05,Philipp Reiniger,Male,Germany,46,Online store,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,258.00,258.00,118.65,EUR,0.8734
299004,0,2018-03-09,2018-03-09,Saara Nurminen,Female,United States,61,Contoso Store New Mexico,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",7,361.20,350.364,166.11,USD,1
323300,1,2018-11-07,2018-11-11,Lucille Hines,Female,United States,77,Online store,Contoso Finger Touch Screen Phones M30 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,199.00,199.00,91.51,USD,1
311601,1,2018-07-13,2018-07-18,Ylva Abrahamsson,Female,United States,37,Online store,Contoso Finger Touch Screen Phones M30 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,199.00,181.09,91.51,USD,1
308206,1,2018-06-09,2018-06-14,Christine Demers,Female,United States,45,Online store,Contoso Finger Touch Screen Phones M30 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",7,199.00,173.13,91.51,USD,1
287207,2,2017-11-11,2017-11-12,Geoffrey Gadbois,Male,France,49,Online store,Contoso Finger Touch Screen Phones M30 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,278.60,278.60,128.114,EUR,0.8581
298003,5,2018-02-27,2018-03-03,Matteüs Tieleman,Male,Netherlands,50,Online store,Contoso Finger Touch Screen Phones M30 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,278.60,278.60,128.114,EUR,0.8129
352805,0,2019-08-29,2019-08-29,Imogen Wong,Female,United Kingdom,37,Contoso Store Blaenau Gwent,Contoso Finger Touch Screen Phones M30 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,199.00,195.02,91.51,GBP,0.8177
311706,2,2018-07-14,2018-07-14,Jaxon Vonwiller,Male,Australia,81,Contoso Store Victoria,Contoso Finger Touch Screen Phones M30 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,199.00,199.00,91.51,AUD,1.3539
362606,1,2019-12-05,2019-12-06,Alana Sticht,Female,Australia,34,Online store,Contoso Finger Touch Screen Phones M30 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,199.00,199.00,91.51,AUD,1.4648
366200,0,2020-01-10,2020-01-12,Nate Tallis,Male,Australia,52,Online store,Contoso Finger Touch Screen Phones M30 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,199.00,183.08,91.51,AUD,1.4545
351400,0,2019-08-15,2019-08-15,Alfred Souliere,Male,Canada,68,Contoso Store New Brunswick,Contoso Finger Touch Screen Phones M30 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,199.00,189.05,91.51,CAD,1.331
364901,1,2019-12-28,2019-12-30,Kate Gant,Female,Australia,58,Online store,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,290.00,281.30,133.36,AUD,1.4342
319805,0,2018-10-03,2018-10-07,Lucille Boyd,Female,Canada,43,Online store,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",4,290.00,269.70,133.36,CAD,1.2833
363500,0,2019-12-14,2019-12-16,Kiera Adams,Female,United Kingdom,81,Online store,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,290.00,255.20,133.36,GBP,0.7473
353503,0,2019-09-05,2019-09-05,Demi Vaughan,Female,United Kingdom,57,Contoso Store Belfast,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,290.00,263.90,133.36,GBP,0.8101
322402,1,2018-10-29,2018-11-01,Fleur Paré,Female,France,47,Online store,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",8,290.00,290.00,133.36,EUR,0.8787
289801,0,2017-12-07,2017-12-10,Giuseppe De Luca,Male,Italy,74,Online store,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",5,406.00,406.00,186.704,EUR,0.8485
279505,1,2017-08-26,2017-08-26,Dolores Key,Female,United States,71,Contoso Store Montana,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,406.00,357.28,186.704,USD,1
297702,1,2018-02-24,2018-02-25,Laurits Juhl,Male,United States,59,Online store,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",4,406.00,361.34,186.704,USD,1
368205,0,2020-01-30,2020-02-02,William Womack,Male,United States,65,Online store,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,290.00,290.00,133.36,USD,1
307507,1,2018-06-02,2018-06-05,Jeremy Mora,Male,United States,41,Online store,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,290.00,261.00,133.36,USD,1
324200,3,2018-11-16,2018-11-16,Edward Votaw,Male,United States,33,Contoso Store Montana,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,290.00,290.00,133.36,USD,1
315708,1,2018-08-23,2018-08-23,Dawn Dooley,Female,United States,37,Contoso Store Wyoming,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,290.00,252.30,133.36,USD,1
318006,0,2018-09-15,2018-09-17,Pamela Williams,Female,United States,82,Online store,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,290.00,261.00,133.36,USD,1
308501,0,2018-06-12,2018-06-12,Mary Rios,Female,United States,38,Contoso Store Wyoming,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,290.00,263.90,133.36,USD,1
277301,0,2017-08-04,2017-08-04,Vanessa Schaefer,Female,Germany,69,Contoso Store Sachsen-Anhalt,Contoso Pen Touch Screen Phones M320 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",5,406.00,406.00,186.704,EUR,0.8426
362806,3,2019-12-07,2019-12-11,Tobias Vogel,Male,Germany,59,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,301.00,282.94,138.42,EUR,0.9014
290701,1,2017-12-16,2017-12-19,Vanessa Wurfel,Female,Germany,65,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,421.40,370.832,193.788,EUR,0.847
325007,2,2018-11-24,2018-11-24,Maik Vogel,Male,Germany,68,Contoso Store Berlin,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,301.00,264.88,138.42,EUR,0.8809
344304,0,2019-06-05,2019-06-11,Amanda Dias,Female,United States,40,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,301.00,301.00,138.42,USD,1
325400,2,2018-11-28,2018-11-29,Danika Zayas,Female,United States,31,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",7,301.00,282.94,138.42,USD,1
292000,0,2017-12-29,2017-12-30,Joseph Teal,Male,United States,85,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,421.40,370.832,193.788,USD,1
356101,2,2019-10-01,2019-10-01,Doyle Hutchinson,Male,United States,57,Contoso Store Hawaii,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,301.00,264.88,138.42,USD,1
328521,0,2018-12-29,2018-12-29,Sherman Fincher,Male,United States,30,Contoso Store Rhode Island,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",7,301.00,264.88,138.42,USD,1
330500,4,2019-01-18,2019-01-22,Edith Cotton,Female,United States,79,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,301.00,301.00,138.42,USD,1
288800,3,2017-11-27,2017-12-01,Ann Griffin,Female,United States,84,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,421.40,375.046,193.788,USD,1
315207,0,2018-08-18,2018-08-22,Isabel Garrett,Female,United States,67,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,301.00,267.89,138.42,USD,1
298802,2,2018-03-07,2018-03-08,Gail Pena,Female,United States,66,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",7,421.40,362.404,193.788,USD,1
279302,1,2017-08-24,2017-08-28,Rebecca Conti,Female,Italy,30,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,421.40,375.046,193.788,EUR,0.847
340904,0,2019-05-02,2019-05-02,Wick Moors,Male,Netherlands,76,Contoso Store Flevoland,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,301.00,301.00,138.42,EUR,0.8919
297612,3,2018-02-23,2018-02-23,Mohammed Hayes,Male,United Kingdom,65,Contoso Store Blaenau Gwent,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,421.40,387.688,193.788,GBP,0.715
353707,6,2019-09-07,2019-09-07,Toby Stewart,Male,United Kingdom,35,Contoso Store Dungannon and South Tyrone,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,301.00,273.91,138.42,GBP,0.8129
344200,1,2019-06-04,2019-06-08,Bailey Williams,Male,United Kingdom,80,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,301.00,264.88,138.42,GBP,0.7892
333417,1,2019-02-16,2019-02-19,Francesca Porter,Female,United Kingdom,19,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,301.00,301.00,138.42,GBP,0.781
292507,0,2018-01-03,2018-01-03,Patrick White,Male,Canada,45,Contoso Store Newfoundland and Labrador,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,421.40,366.618,193.788,CAD,1.2515
293106,1,2018-01-09,2018-01-13,Gabriella Heathershaw,Female,Australia,24,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",7,421.40,408.758,193.788,AUD,1.2774
342801,2,2019-05-21,2019-05-23,Janet Worrell,Female,Canada,33,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",4,301.00,267.89,138.42,CAD,1.3409
298103,1,2018-02-28,2018-03-03,Marvin Reyes,Male,Canada,31,Online store,Contoso Sharp Touch Screen Phones M910 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",4,421.40,370.832,193.788,CAD,1.2779
344600,3,2019-06-08,2019-06-11,Albert Schild,Male,Canada,75,Online store,Contoso Touch Screen Phones - CRT M11 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",9,189.00,189.00,86.91,CAD,1.336
317310,1,2018-09-08,2018-09-09,Taylor Brookes,Male,United Kingdom,44,Online store,Contoso Touch Screen Phones - CRT M11 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",7,189.00,166.32,86.91,GBP,0.7686
361303,0,2019-11-22,2019-11-22,Darrel Kon,Male,Netherlands,66,Contoso Store Groningen,Contoso Touch Screen Phones - CRT M11 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,189.00,177.66,86.91,EUR,0.9043
284004,6,2017-10-10,2017-10-10,Roy Cox,Male,United States,61,Contoso Store Wyoming,Contoso Touch Screen Phones - CRT M11 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,264.60,238.14,121.674,USD,1
285300,0,2017-10-23,2017-10-23,Richard Jeter,Male,United States,84,Contoso Store Hawaii,Contoso Touch Screen Phones - CRT M11 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,264.60,264.60,121.674,USD,1
322805,1,2018-11-02,2018-11-05,Rickey Johnson,Male,United States,37,Online store,Contoso Touch Screen Phones - CRT M11 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,189.00,170.10,86.91,USD,1
349202,0,2019-07-24,2019-07-24,Ernest Slone,Male,United States,33,Contoso Store South Dakota,Contoso Touch Screen Phones - CRT M11 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",4,189.00,189.00,86.91,USD,1
334800,1,2019-03-02,2019-03-02,Silvija Vukovic,Female,United States,36,Contoso Store New Hampshire,Contoso Touch Screen Phones - CRT M11 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,189.00,179.55,86.91,USD,1
331803,1,2019-01-31,2019-02-06,Joanne Hawkins,Female,United States,42,Online store,Contoso Touch Screen Phones - CRT M11 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,189.00,166.32,86.91,USD,1
319702,1,2018-10-02,2018-10-06,Ernestine Cooks,Female,United States,82,Online store,Contoso Touch Screen Phones - CRT M11 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,189.00,189.00,86.91,USD,1
291102,2,2017-12-20,2017-12-20,Nicole Hoffmann,Female,Germany,70,Contoso Store Berlin,Contoso Touch Screen Phones - CRT M11 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",8,264.60,235.494,121.674,EUR,0.8442
329406,1,2019-01-07,2019-01-07,Sophia Kuester,Female,Germany,47,Contoso Store Freie Hansestadt Bremen,Contoso Touch Screen Phones - CRT M11 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,189.00,166.32,86.91,EUR,0.8737
305103,2,2018-05-09,2018-05-09,Kristian Lang,Male,Germany,37,Contoso Store Freistaat Thüringen,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,200.00,180.00,91.97,EUR,0.8418
288900,1,2017-11-28,2017-11-28,Glenda Carey,Female,United States,30,Contoso Store Wyoming,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,280.00,249.20,128.758,USD,1
296708,0,2018-02-14,2018-02-17,Hanna Wozniak,Female,United States,28,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,280.00,280.00,128.758,USD,1
368601,3,2020-02-03,2020-02-03,Cassandra Russo,Female,United States,46,Contoso Store Wyoming,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,200.00,200.00,91.97,USD,1
298105,0,2018-02-28,2018-02-28,Greta Lindgren,Female,United States,57,Contoso Store West Virginia,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,280.00,254.80,128.758,USD,1
295406,0,2018-02-01,2018-02-03,Cindy Shih,Female,United States,57,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,280.00,280.00,128.758,USD,1
362402,5,2019-12-03,2019-12-03,Ellie Truchanas,Female,United States,53,Contoso Store Nevada,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",6,200.00,200.00,91.97,USD,1
319407,4,2018-09-29,2018-10-03,Carla Thomas,Female,United States,22,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",7,200.00,178.00,91.97,USD,1
317808,0,2018-09-13,2018-09-14,James Babb,Male,United States,40,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,200.00,200.00,91.97,USD,1
317303,1,2018-09-08,2018-09-10,Herman Charlton,Male,United States,22,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,200.00,180.00,91.97,USD,1
334300,2,2019-02-25,2019-02-25,Steve Whitson,Male,United States,67,Contoso Store Utah,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",8,200.00,174.00,91.97,USD,1
294202,0,2018-01-20,2018-01-21,Albert Norton,Male,United States,77,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,280.00,280.00,128.758,USD,1
290716,1,2017-12-16,2017-12-19,Kenneth Wilson,Male,United States,23,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",3,280.00,246.40,128.758,USD,1
296108,1,2018-02-08,2018-02-08,Robert Fuchs,Male,United States,83,Contoso Store Connecticut,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,280.00,280.00,128.758,USD,1
289500,0,2017-12-04,2017-12-04,Signe Paulsen,Female,United States,39,Contoso Store Kansas,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,280.00,280.00,128.758,USD,1
292015,3,2017-12-29,2017-12-29,Ozlem Voll,Female,Netherlands,73,Contoso Store Drenthe,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",5,280.00,280.00,128.758,EUR,0.8338
296907,0,2018-02-16,2018-02-19,Josje Pool,Female,Netherlands,54,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",7,280.00,240.80,128.758,EUR,0.8023
358503,1,2019-10-25,2019-10-27,Christiane Moquin,Female,France,50,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",7,200.00,200.00,91.97,EUR,0.9003
298807,1,2018-03-07,2018-03-11,Brooke Scott,Female,United Kingdom,54,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",7,280.00,280.00,128.758,GBP,0.7209
291606,6,2017-12-25,2017-12-30,Victoria Mann,Female,United Kingdom,69,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,280.00,249.20,128.758,GBP,0.7472
363100,3,2019-12-10,2019-12-15,Jacob Ellis,Male,United Kingdom,75,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",5,200.00,200.00,91.97,GBP,0.759
314801,1,2018-08-14,2018-08-16,Troy Bobbitt,Male,Canada,68,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,200.00,174.00,91.97,CAD,1.3071
317903,0,2018-09-14,2018-09-18,Helen Bryant,Female,Canada,35,Online store,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,200.00,176.00,91.97,CAD,1.3009
325008,0,2018-11-24,2018-11-24,Kiara Putilin,Female,Australia,76,Contoso Store South Australia,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",1,200.00,182.00,91.97,AUD,1.3837
297415,2,2018-02-21,2018-02-21,Maddison Goward,Female,Australia,50,Contoso Store Australian Capital Territory,Contoso Touch Screen Phones  - LCD M12 Black,Black,Contoso,Cell phones,"Touch Screen Phones ",2,280.00,243.60,128.758,AUD,1.2739
364912,1,2019-12-28,2019-12-28,Aaron Docker,Male,Australia,37,Contoso Store Western Australia,The Phone Company Smart phones without camera E100 Black,Black,The Phone Company,Cell phones,"Smart phones & PDAs ",2,129.00,110.94,65.77,AUD,1.4342
279200,1,2017-08-23,2017-08-25,Angel Mesu,Male,Netherlands,65,Online store,The Phone Company Smart phones without camera E100 Black,Black,The Phone Company,Cell phones,"Smart phones & PDAs ",6,180.60,176.988,92.078,EUR,0.8475
358903,0,2019-10-29,2019-10-29,Lelia Calabrese,Female,Italy,49,Contoso Store Enna,The Phone Company Smart phones without camera E100 Black,Black,The Phone Company,Cell phones,"Smart phones & PDAs ",2,129.00,129.00,65.77,EUR,0.9013
334806,0,2019-03-02,2019-03-05,Alessandra Romani,Female,Italy,69,Online store,The Phone Company Smart phones without camera E100 Black,Black,The Phone Company,Cell phones,"Smart phones & PDAs ",2,129.00,112.23,65.77,EUR,0.8785
320805,0,2018-10-13,2018-10-13,Ervin Boatwright,Male,United States,54,Contoso Store Oregon,The Phone Company Smart phones without camera E100 Black,Black,The Phone Company,Cell phones,"Smart phones & PDAs ",2,129.00,129.00,65.77,USD,1
297303,0,2018-02-20,2018-02-20,William Streetman,Male,United States,29,Contoso Store Utah,The Phone Company Smart phones without camera E100 Black,Black,The Phone Company,Cell phones,"Smart phones & PDAs ",3,180.60,160.734,92.078,USD,1
294401,0,2018-01-22,2018-01-22,Andrea Lytle,Female,United States,79,Contoso Store South Carolina,The Phone Company Smart phones without camera E100 Black,Black,The Phone Company,Cell phones,"Smart phones & PDAs ",1,180.60,180.60,92.078,USD,1
368904,5,2020-02-06,2020-02-09,Ruth Rickett,Female,United States,68,Online store,The Phone Company Smart phones without camera E100 Black,Black,The Phone Company,Cell phones,"Smart phones & PDAs ",6,129.00,112.23,65.77,USD,1
328007,1,2018-12-24,2018-12-28,Anna Sifford,Female,United States,49,Online store,The Phone Company Smart phones without camera E100 Black,Black,The Phone Company,Cell phones,"Smart phones & PDAs ",3,129.00,116.10,65.77,USD,1
358606,0,2019-10-26,2019-10-29,Julia Herz,Female,Germany,42,Online store,The Phone Company Smart phones without camera E100 Black,Black,The Phone Company,Cell phones,"Smart phones & PDAs ",7,129.00,129.00,65.77,EUR,0.9003
366601,2,2020-01-14,2020-01-14,Maik Weiß,Male,Germany,26,Contoso Store Freie Hansestadt Bremen,The Phone Company Microsoft Windows Mobile M200 Black,Black,The Phone Company,Cell phones,"Smart phones & PDAs ",1,229.00,199.23,105.31,EUR,0.8997
